Entry_no,SubStructure,ESI_adduct,SubStructure_type,Abbrev_name,name,IUPAC,SMILES,formula,monoisotopic_mass,Neut.loss,frag,pos,neg,mass.shift,ref
239,1,0,pentoside,[Anhydro-pentose],[Anhydro-pentose],,,C5H8O4,132.0422568,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
230,1,0,peptides with tyrosyl residue,[tyrosine side-chain],[tyrosine side-chain],,,C7H7O,107.0496872,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
231,1,0,peptides with tyrosyl residue,[tyrosine side-chain+hydrogen],[tyrosine side-chain+hydrogen],,,C7H8O,108.0575118,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
207,1,0,phenyl,[phenyl radical],[phenyl radical],,,C6H5,77.039123,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
209,1,0,phenyl,[benzene],[benzene],,,C6H6,78.0469476,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
206,1,0,phenyl(in deferasirox),[benzyne],[benzyne],,,C6H4,76.0312984,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
232,1,0,phenylthio compounds,[phenylthio radical],[phenylthio radical],,,C6H5S,109.011195,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
180,1,0,phosphate,[H3PO4 from 2+],[H3PO4 from 2+],,,H3O4P/2,48.9884484,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
212,1,0,phosphates,[HPO3],[HPO3],,,HPO3,79.9663326,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
224,1,0,phosphates,[H2PO4],[H2PO4-],,OP(O)([O-])=O,H2PO4,96.969619122,0,1,0,1,0.0,HMDB glucose-1-phosphate
225,1,0,phosphates,[H3PO4],[H3PO4],,,H3PO4,97.9768968,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
128,1,0,phosphatidylcholine,[PC_184],[PhosphatidylCholine_183],[2?(trimethylazaniumyl)ethoxy]phosphonic acid,C[N+](C)(C)CCOP(O)(O)=O,C5H15NO4P,184.0733209,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
129,1,0,phosphatidylcholine,[PC_183],[PhosphatidylCholine_184],,,C5H15NO4P,183.0654959,1,0,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
130,1,0,phosphatidylcholine,[PC_166],[PhosphatidylCholine_166],trimethyl[2-(phosphooxy)ethyl]azanium,C[N+](C)(C)CCOP(=O)=O,C5H13NO3P,166.0627567,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
131,1,0,phosphatidylcholine,[PC_124],[PhosphatidylCholine_124],(ethan-2-ylium-1-yloxy)phosphonic acid,[CH2+]COP(O)(O)=O,C2H6O4P,124.9998221,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
132,1,0,phosphatidylcholine,[PC_104],[PhosphatidylCholine_104],(2?hydroxyethyl)trimethylazanium,C[N+](C)(C)CCO,C5H14NO,104.1069905,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
133,1,0,phosphatidylcholine,[PC_103],[PhosphatidylCholine_103],,,C5H13NO,103.0991655,1,0,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
134,1,0,phosphatidylcholine,[PC_86],[PhosphatidylCholine_86],ethenyltrimethylazanium,C[N+](C)(C)C=C,C5H12N,86.09642581,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
135,1,0,phosphatidylcholine,[PC_60],[PhosphatidylCholine_60],trimethylazanium,C[NH+](C)C,C3H10N,60.08077575,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
181,1,0,phosphatidylcholine,[PC_CH3Cl],[CH3Cl],,,CH3Cl,49.9923268,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
188,1,0,phosphatidylcholine,[TMA],[trimethylamine],,,C3H9N,59.0734954,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
191,1,0,phosphatidylcholine,[HCOO+CH3],[HCOO+CH3],,,C2H4O2,60.0211284,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
136,1,0,phosphatidylethanolamine,[PE_216],[PhosphatidylEthanolamine_216],"(2-azaniumylethoxy)[(2R)-2,3-dihydroxypropoxy]phosphinic acid",[H][C@@](O)(CO)COP(O)(=O)OCC[NH3+],C5H15NO6P,216.0631506,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
137,1,0,phosphatidylethanolamine,[PE_141],[PhosphatidylEthanolamine_141],2?azaniumylethyl hydrogen phosphate,[NH3+]CCOP(O)([O-])=O,C2H8NO4P,141.0190943,1,0,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
138,1,0,phosphatidylethanolamine,[PE_62],[PhosphatidylEthanolamine_62],2-hydroxyethan-1-aminium,[NH3+]CCO,C2H8NO,62.0600403,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
139,1,0,phosphatidylethanolamine,[PE_44],[PhosphatidylEthanolamine_44],ethenaminium,[NH3+]C=C,C2H6N,44.04947562,0,1,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
144,1,0,phosphatidylethanolamine,[PE_196],[PhosphatidylEthanolamine_196],2-aminoethyl oxiran-2-ylmethyl phosphate,NCCOP([O-])(=O)OCC1CO1,C5H11NO5P,196.0380326,0,1,0,1,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
252,1,0,phosphatidylethanolamine,[PE_197],[PE_197],,,C5H12NO5P,197.0453072,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
141,1,0,phosphatidylglycerol,[PG_153],[Phosphatidylglycerol_153],"4?(hydroxymethyl)?2?oxo?1,3,2???dioxaphospholan?2?olate",OCC1COP([O-])(=O)O1,C3H6O5P,152.9958334,0,1,0,1,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
250,1,0,phosphatidylglycerol,[PG_189],[PG_189],,,C3H12NO6P,189.0402222,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
142,1,0,phosphatidylinositol,[PI_241],[PhosphatidylInositol_241],"4,5,6,7-tetrahydroxy-2-oxo-hexahydro-2H-1,3,2??-benzodioxaphosphol-2-olate",OC1C2OP([O-])(=O)OC2C(O)C(O)C1O,C6H10O8P,241.0118774,0,1,0,1,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
261,1,0,phosphatidylinositol,[PI_277],[PI_277],,,C6H16NO9P,277.0562656,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
140,1,0,phosphatidylserine,[PS_185],[PhosphatidylSerine_185],1?carboxy?2?(hydrogen phosphonatooxy)ethan?1?aminium,[NH3+]C(COP(O)([O-])=O)C(O)=O,C3H8NO6P,185.0089235,1,0,1,0,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
143,1,0,phosphatidylserine,[PS_87],[PhosphatidylSerine_87],2-aminoprop-2-enoic acid,NC(=C)C(O)=O,C3H5NO2,87.03202841,1,0,0,1,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
146,1,0,phthalate,[Phthalate_149],[Phthalate_149],"1,3-dioxo-2,3-dihydro-1H-2-benzofuran-2-ium",O=C1[OH+]C(=O)C2=C1C=CC=C2,C8H5O3,149.0233204,0,1,1,0,0.0,
267,1,0,polysiloxane,[pSilox_73],[pSilox_73],trimethylsilylium,C[Si+](C)C,C3H9Si,73.04735182,0,1,1,0,0.0,"Fouquet, T et. al. Electrospray_tandem_mass_spectrometry_combined_with_authentic_compound_synthesis_for_structural_characterization_of_an_octamethylcyclotetrasiloxane_plasma_polymer "
268,1,0,polysiloxane,[pSilox_88],[pSilox_88],tetramethylsilane,C[Si](C)(C)C,C4H12Si,88.07082692,1,0,1,0,0.0,"Fouquet, T et. al. Electrospray_tandem_mass_spectrometry_combined_with_authentic_compound_synthesis_for_structural_characterization_of_an_octamethylcyclotetrasiloxane_plasma_polymer "
116,0,1,potassium,[K],[K],,,,37.955882,1,0,1,1,37.955882,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
61,1,0,reduction NO,[+H and -NO],[+H and -NO],,,,28.99016359,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
62,1,0,reduction NO2,[+H and -NO2],[+H and -NO2],,,,44.98507821,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
245,1,0,rhamonoside,[Rhamnose],[Rhamnose],,,C6H12O5,164.0684702,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
199,1,0,serine residue,[dehydroalanine],[dehydroalanine],,,C3H5NO,71.037112,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
120,0,1,sodium,[Na],[Na],,,,21.981945,1,0,1,1,21.981945,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
145,1,0,sphingomyelin,[SM_168],[SphingoMyelin_168],2-(dimethylamino)ethyl hydrogen phosphate,CN(C)CCOP(O)([O-])=O,C4H11NO4P,168.0431179,0,1,0,1,0.0,"Brügger, B. et. al. Quantitative analysis of biological membrane lipids at the low picomole level by nano-electrospray ionization tandem mass spectrometry. Proc. Natl. Acad. Sci. U.S.A., 94, 2339-2344 (1997)."
54,1,0,sulfate,[Sulf_96],[Sulfate Hydrogen Sulfate],hydrogen sulfate,OS([O-])(=O)=O,HO4S,96.96010327,0,1,0,1,79.956817,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
55,1,0,sulfate,[Sulf_95],[Sulfate sulfooxidanyl],sulfooxidanyl,[O]S([O-])(=O)=O,O4S,95.95227823,0,1,0,1,79.956817,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
56,1,0,sulfate,[Sulf SO2],[Sulfate SO2],(oxo-??-sulfanylidene)oxidane,O=S=O,O2S,63.96190041,1,0,0,1,79.956817,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
57,1,0,sulfate,[Sulf_79],[Sulfate SO3 radical],sulfonato,[O-][S](=O)=O,O3S,79.95736361,0,1,0,1,79.956817,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
58,1,0,sulfate,[Sulf_80],[Sulfate Sulfonyloxidanyl],sulfonyloxidanyl,[O]S(=O)=O,HO3S,80.96464007,1,0,1,0,79.956817,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
59,1,0,sulfate,[Sulf_97],[Sulfate Sulfuric acid],sulfuric acid,OS(O)(=O)=O,H2O4S,97.96737972,1,0,0,1,79.956817,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
60,1,0,sulfate,[Sulf_79],[Sulfate],sulfonylideneoxidane,O=S(=O)=O,O3S,79.95681503,1,0,1,1,79.956817,"Levsen, K. et. al. Structure elucidation of phase II metabolites by tandem mass spectrometry: an overview, Journal of Chromatography A, Volume 1067, Issues 12, 4 March 2005, Pages 55-72, ISSN 0021-9673, http://dx.doi.org/10.1016/j.chroma.2004.08.165."
214,1,0,sulfonate group,[H2SO3],[H2SO3],,,H2SO3,81.9724662,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
195,1,0,"sulfonic acids, sulfonates",[SO2],[SO2],,,SO2,63.961902,1,0,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
259,1,0,sulfoquinovosyldiacylglycerol,[SQVD_261],[SQVD_261],,,C6H13O9S,261.0280268,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
266,1,0,sulfoquinovosyldiacylglycerol,[SQDG_225],[SQDG_225],,,C6H9O7S,225.0068984,0,1,0,1,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
160,1,0,sulfur compounds,[S],[S],,,S,31.972072,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
124,1,0,taurine,[Taurine],[Taurine],,,,125.0146638,1,0,1,0,107.004101,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
125,0,1,TFA,[TFA],[TFA Trifluoroacetic acid],,,,113.992867,1,0,1,1,113.992867,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
126,0,1,TFA,[TFA-],[TFA Trifluoroacetic acid-],,,,112.985591,0,1,0,1,113.992867,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
127,0,1,TFA,[TFA+],[TFA Trifluoroacetic acid+],,,,114.992867,0,1,1,0,113.992867,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
163,1,0,thiols,[H2S],[H2S],,,H2S,33.9877212,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
81,1,0,triazines,[C2H4],[C2H4],,,,28.03130013,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
168,1,0,triazines,[C3H6],[C3H6],,,C3H6,42.0469476,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
208,1,0,triazines,[CH2N2+HCl],[CH2N2+HCl],,,CH3N2Cl,77.9984748,1,0,1,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
216,1,0,triazines,[C3H6+C3H6],[C3H6+C3H6],,,C6H12,84.0938952,1,0,0,0,0.0,"Yan, M et. al. MS2Analyzer  A Software for Small Molecule Substructure Annotations from Accurate Tandem Mass Spectra"
63,0,0,,[+H2 and -O],[+H2 and -O],,,,13.97926456,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
64,0,0,,[+H2 and -O2],[+H2 and -O2],,,,29.97417918,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
65,0,0,,[+O and -C2H4],[+O and -C2H4],,,,12.03638551,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
66,0,0,,[+O and -NH3],[+O and -NH3],,,,0.984015583,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
67,0,0,,[+O and -S],[+O and -S],,,,15.97715638,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
84,0,0,,[C4H9],[C4H9],,,,57.07042529,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
91,0,0,,[CH3CO],[CH3CO],,,,43.01838972,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
97,0,0,,[Demethyl],[Demethylation],,,,14.01565006,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
112,0,0,,[H4],[H4],,,,4.031300128,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
113,0,0,,[HCNO],[HCNO],,,,43.00581366,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
115,0,0,,[Isobutene C4H8],[Isobutene C4H8],,,,56.06260026,1,0,1,1,0.0,Even-electron ions: a systematic study of the neutral species lost in the dissociation of quasi-molecular ions
